SN;ID;Hi;Low
5202739;37000007622CC801;922746887;1647101953
91700650;A500001130918801;2768240657;814843905
91700650;A500001130918801;2768240657;814843905
91700651;CB0000112FFF9701;3405774865;805279489
91700652;7F00001130A21001;2130706449;815927297
91700653;BC00001130240A01;3154116625;807668225
91700654;D000001130871701;3489660945;814159617
91700655;F1000011304C6201;4043309073;810312193
91700656;CD00001130844B01;3439329297;813976321
91700657;F300001130A1F501;4076863505;815920385
91700658;4400001130A99801;1140850705;816420865
91700659;3100001130C8DC01;822083601;818469889
91701015;6600001130841C01;1711276049;813964289
91701015;6600001130841C01;1711276049;813964289
91701016;4E00001130396201;1308622865;809067009
91701017;7D00001130264B01;2097152017;807815937
91701018;FF000013A61F9201;4278190099;2787086849
91701019;51000013A6025A01;1358954515;2785171969
91701020;E3000013A5FC9201;3808428051;2784793089
91701020;E3000013A5FC9201;3808428051;2784793089
91701021;3D000013A586EB01;1023410195;2777082625
91701022;24000013A5F50501;603979795;2784298241
91701022;24000013A5F50501;603979795;2784298241
91701023;96000011308AC501;2516582417;814400769
91701023;96000011308AC501;2516582417;814400769
91701024;AE00001130762C01;2919235601;813050881
91701718;E30000112FF73A01;3808428049;804731393
91701719;AB000011309B0B01;2868903953;815467265
91701720;02000013A5FEFA01;33554451;2784950785
91701721;40000011300ED601;1073741841;806278657
91701721;40000011300ED601;1073741841;806278657
91701721;40000011300ED601;1073741841;806278657
91701722;70000013A5ECB101;1879048211;2783752449
91701723;9A000013A62BAC01;2583691283;2787879937
91701723;9A000013A62BAC01;2583691283;2787879937
91701724;64000013A5E4C701;1677721619;2783233793
91701725;F5000013A5FB7001;4110417939;2784718849
91701726;EF000013A6108D01;4009754643;2786102529
91701727;5300001130BF6F01;1392508945;817852161
91702178;70000013A5F85C01;1879048211;2784517121
91702179;AB000013A6149D01;2868903955;2786368769
91702180;1C000013A5F3AE01;469762067;2784210433
91702181;56000013A556F901;1442840595;2773940481
91702182;2D000013A5FD0401;754974739;2784822273
91702183;BF000013A5F7D101;3204448275;2784481537
91702184;6E000013A5EE6201;1845493779;2783863297
91702185;41000013A5ED9C01;1090519059;2783812609
91702186;58000013A6097001;1476395027;2785636353
91702186;58000013A6097001;1476395027;2785636353
91702187;1F000013A614AE01;520093715;2786373121
91702620;1A000013A5F6E601;436207635;2784421377
91702621;D2000013A61E4D01;3523215379;2787003649
91702621;D2000013A61E4D01;3523215379;2787003649
91702622;D4000013A6234F01;3556769811;2787331841
91702623;49000013A6228501;1224736787;2787280129
91702624;10000013A5FC4301;268435475;2784772865
91702625;1A000013A5F28201;436207635;2784133633
91702626;36000013A6086B01;905969683;2785569537
91702627;3D000013A611E901;1023410195;2786191617
91702628;FD000013A6019601;4244635667;2785121793
91702629;9D000013A60B1701;2634022931;2785744641
91703250;03000013A5FE7F01;50331667;2784919297
91703251;27000013A604DA01;654311443;2785335809
91703252;53000013A5E97301;1392508947;2783539969
91703253;FA000013A608F701;4194304019;2785605377
91703254;72000013A5E9DF01;1912602643;2783567617
91703255;83000013A5F61301;2197815315;2784367361
91703256;3F000013A5F45E01;1056964627;2784255489
91703256;3F000013A5F45E01;1056964627;2784255489
91703257;5A000013A60A4801;1509949459;2785691649
91703257;5A000013A60A4801;1509949459;2785691649
91703258;C9000013A6022A01;3372220435;2785159681
91703259;F1000013A5DE2001;4043309075;2782797825
91703828;7E000013A60C1101;2113929235;2785808641
91703829;E0000013A5F86001;3758096403;2784518145
91703830;A9000013A5FC9F01;2835349523;2784796417
91703831;BE000013A6227201;3187671059;2787275265
91703832;C6000013A5F28601;3321888787;2784134657
91703832;C6000013A5F28601;3321888787;2784134657
91703832;C6000013A5F28601;3321888787;2784134657
91703833;5F000013A5FBA201;1593835539;2784731649
91703833;5F000013A5FBA201;1593835539;2784731649
91703833;5F000013A5FBA201;1593835539;2784731649
91703834;07000013A604F301;117440531;2785342209
91703834;07000013A604F301;117440531;2785342209
91703834;07000013A604F301;117440531;2785342209
91703834;07000013A604F301;117440531;2785342209
91703834;07000013A604F301;117440531;2785342209
91703835;31000013A5F99201;822083603;2784596481
91703836;0D000013A6069E01;218103827;2785451521
91703837;1B000013A60B8601;452984851;2785773057
91704334;BA000013A5DBD501;3120562195;2782647553
91704335;1F000013A5F8DB01;520093715;2784549633
91704335;1F000013A5F8DB01;520093715;2784549633
91704336;95000013A60D0D01;2499805203;2785873153
91704337;DE000013A5F9B101;3724541971;2784604417
91704338;54000013A6142601;1409286163;2786338305
91704339;22000013A5F42901;570425363;2784241921
91704339;22000013A5F42901;570425363;2784241921
91704340;D3000013A5E57B01;3539992595;2783279873
91704341;C4000013A6083F01;3288334355;2785558273
91704342;54000013A5DC3C01;1409286163;2782673921
91704342;54000013A5DC3C01;1409286163;2782673921
91704343;A6000013A625E901;2785017875;2787502337
91704844;D2000013A5F46E01;3523215379;2784259585
91704845;A9000013A5F20101;2835349523;2784100609
91704846;16000013A60A7001;369098771;2785701889
91704847;70000013A6153001;1879048211;2786406401
91704848;6B000013A5DB3E01;1795162131;2782608897
91704849;FA000013A609EE01;4194304019;2785668609
91704849;FA000013A609EE01;4194304019;2785668609
